matrix,block_list
"[[1, -1, -1, -1, 1, 1, 1, 6], [-1, -1, -1, -1, 1, 1, 6, 6], [-1, -1, -1, 5, 5, 5, 5, 5], [-1, 5, 1, 1, 5, 5, 6, 6], [-1, 4, 1, 1, 5, 1, 5, 6], [-1, 4, 5, 6, 5, 6, 6, 6], [5, 4, 5, 6, 1, 1, -1, 5], [-1, 4, 6, 1, -1, -1, 6, -1]]","[19, 22, 31]"
"[[-1, -1, 1, 1, -1, 1, 1, 1], [1, 1, 1, 1, -1, 1, 1, 1], [1, -1, -1, -1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [-1, -1, -1, -1, -1, -1, -1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, -1, -1, 1]]","[11, 13, 22]"
"[[-1, -1, -1, 21, -1, 21, 21, 21], [21, 21, 21, 21, -1, 21, 21, 21], [21, 21, 21, 21, -1, -1, -1, -1], [21, 21, 21, 21, 21, 21, 21, -1], [-1, -1, -1, -1, -1, -1, -1, -1], [21, 21, 21, 21, 21, 21, 21, -1], [21, 21, 21, 21, -1, 21, 21, 21], [-1, -1, -1, -1, -1, 21, 21, 21]]","[22, 23, 5]"
"[[-1, -1, -1, 1, 1, -1, 1, -1], [-1, -1, -1, 1, 1, -1, 1, -1], [1, 1, 1, 1, -1, -1, 1, -1], [1, 1, 1, -1, 1, -1, 1, 1], [1, 1, 1, 1, 1, -1, 1, 1], [1, 1, 1, 1, 1, -1, 1, -1], [1, 1, 1, 1, 1, -1, 1, -1], [1, 1, 1, 1, 1, -1, -1, 1]]","[22, 29, 35]"
"[[-1, 1, 1, 1, -1, 4, 4, 4], [-1, 1, 2, 2, 2, 6, 6, 4], [-1, 2, 2, 2, 2, 6, 6, 4], [-1, 2, 2, 2, 2, 6, 6, 4], [-1, 2, 7, 7, 4, 4, 4, 4], [-1, 2, 7, 7, 4, 4, 4, 4], [-1, 2, 4, 4, 4, 4, 4, 4], [-1, -1, -1, -1, -1, -1, -1, -1]]","[11, 22, 5]"
"[[-1, -1, 1, 1, 1, 1, -1, -1], [-1, 1, 1, 4, 1, 1, -1, -1], [1, 1, 1, 6, 4, 6, -1, 6], [-1, -1, -1, 6, 1, -1, 6, 6], [-1, -1, -1, 6, 6, -1, 6, 6], [-1, 4, 6, 6, 1, 4, 6, 4], [4, -1, -1, 4, 1, 4, 4, 4], [1, 1, 4, -1, -1, 4, 4, 4]]","[20, 35, 36]"
"[[21, 21, 21, -1, -1, -1, -1, -1], [21, 21, -1, 21, 21, 21, 21, 21], [21, 21, -1, 21, 21, 21, 21, 21], [21, 21, -1, 21, 21, 21, 21, 21], [-1, -1, -1, -1, -1, -1, -1, -1], [21, 21, 21, 21, -1, 21, 21, 21], [21, 21, -1, -1, 21, 21, 21, 21], [-1, -1, -1, -1, 21, 21, 21, 21]]","[11, 38, 4]"
"[[1, 1, 1, 1, -1, -1, 1, 1], [1, 1, 1, 1, -1, 1, 1, 1], [1, 1, 1, -1, -1, 1, 1, 1], [1, 1, -1, -1, 1, 1, -1, 1], [-1, 1, -1, 1, -1, 1, 1, -1], [1, 1, -1, -1, 1, 1, 1, -1], [-1, -1, -1, -1, -1, 1, 1, 1], [1, -1, 1, -1, 1, 1, 1, 1]]","[19, 20, 31]"
"[[-1, 1, 1, 7, 7, 7, 6, 3], [-1, 1, 1, 7, 7, 7, 6, 3], [-1, 6, 6, 4, 4, 4, 6, 3], [-1, 5, 5, 4, 4, 4, 6, -1], [-1, 5, 5, 5, 3, 3, 4, 4], [-1, 7, 7, 1, 2, 2, 2, 4], [-1, 7, 7, 1, 2, 2, 2, 4], [-1, -1, -1, -1, -1, -1, -1, -1]]","[11, 22, 4]"
"[[1, 1, 1, -1, 1, 1, 1, -1], [1, 1, 1, 1, -1, 1, 1, 1], [1, 1, 1, 1, -1, 1, 1, 1], [1, -1, 1, -1, 1, 1, 1, 1], [1, -1, 1, 1, 1, 1, 1, 1], [1, -1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, -1, -1, -1, -1, -1, -1, -1]]","[11, 13, 8]"
"[[-1, -1, -1, -1, -1, -1, 1, -1], [1, 1, 1, 1, -1, -1, 1, 1], [-1, -1, 1, -1, 1, -1, 1, 1], [1, 1, 1, 1, -1, -1, 1, 1], [1, 1, 1, 1, 1, -1, 1, 1], [1, 1, 1, 1, 1, -1, 1, -1], [1, 1, 1, 1, 1, -1, -1, 1], [1, 1, 1, 1, 1, -1, -1, 1]]","[12, 32, 9]"
"[[-1, -1, -1, -1, -1, -1, -1, -1], [1, 1, 1, 1, 1, 1, -1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, -1, -1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1]]","[3, 37, 7]"
"[[-1, -1, -1, 1, -1, -1, 1, 1], [1, -1, 1, 1, 1, 1, 1, 1], [1, -1, 1, 1, 1, 1, 1, 1], [1, -1, -1, -1, 1, 1, 1, -1], [1, -1, 1, 1, 1, 1, 1, -1], [1, -1, -1, 1, 1, 1, 1, -1], [1, 1, 1, 1, -1, -1, -1, -1], [-1, -1, 1, 1, 1, 1, 1, 1]]","[13, 17, 23]"
"[[-1, -1, 1, -1, -1, 1, 1, 1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, -1, -1, -1], [1, 1, 1, 1, 1, 1, -1, -1], [1, 1, 1, 1, 1, -1, -1, -1], [1, 1, 1, -1, 1, 1, -1, 1], [1, 1, 1, -1, 1, 1, 1, 1], [1, 1, -1, -1, -1, 1, -1, -1]]","[32, 7, 7]"
"[[-1, 1, -1, 1, -1, 1, -1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, -1, -1, -1, -1, -1, -1, -1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, -1, -1, -1, -1, -1, -1, -1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, -1, -1, -1, -1, -1, 1, 1]]","[11, 20, 23]"
"[[-1, -1, -1, -1, -1, -1, -1, 1], [-1, 1, 1, -1, 1, 1, 1, 1], [-1, 1, 1, -1, 1, 1, 1, -1], [-1, 1, 1, -1, 1, 1, 1, -1], [1, 1, 1, -1, 1, 1, 1, -1], [-1, 1, 1, -1, 1, 1, 1, 1], [1, 1, 1, -1, 1, 1, -1, 1], [1, 1, 1, -1, 1, 1, 1, -1]]","[12, 22, 5]"
"[[-1, -1, -1, -1, 1, 1, -1, 1], [3, 3, 1, -1, 7, 1, 1, -1], [3, 2, 1, -1, -1, -1, -1, 7], [3, 7, 4, -1, -1, -1, -1, 2], [2, 4, 4, -1, 6, 1, 7, 7], [2, 4, 7, -1, 4, 4, 4, 4], [1, 1, 2, -1, -1, 7, 7, 2], [7, 2, 2, -1, 2, -1, -1, 1]]","[35, 42, 7]"
"[[1, -1, 1, 1, 1, -1, -1, -1], [-1, 1, 1, 1, -1, 1, -1, 1], [1, -1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, -1, 1, 1, 1, 1, 1, 1], [-1, -1, -1, -1, 1, 1, 1, 1], [1, 1, 1, -1, 1, 1, 1, 1], [1, 1, 1, 1, -1, 1, 1, 1]]","[20, 26, 30]"
"[[-1, -1, -1, -1, -1, -1, -1, -1], [1, 1, 1, 2, 1, 3, 3, -1], [-1, 2, 2, 2, 2, 7, 3, -1], [1, 3, 3, 2, 4, 7, 3, -1], [1, 3, 3, 7, 4, 7, 7, -1], [1, 4, 4, 7, 4, 7, 2, -1], [1, 4, 4, 7, 4, 7, 2, -1], [1, 4, 4, 7, 4, 7, 2, -1]]","[11, 3, 4]"
"[[-1, -1, -1, -1, -1, -1, -1, -1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, -1, 1, 1, 1]]","[11, 21, 22]"
"[[1, 1, -1, -1, 1, 1, 1, 1], [1, 1, 1, -1, 1, 1, 1, -1], [-1, -1, -1, -1, -1, -1, -1, -1], [-1, 1, 1, 1, 1, 1, 1, -1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, -1], [1, 1, -1, 1, 1, 1, -1, -1], [-1, -1, 1, 1, 1, 1, 1, -1]]","[23, 25, 25]"
"[[1, 1, 1, 1, 1, -1, 1, -1], [1, 1, 1, 1, 1, -1, 1, -1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, -1, 1], [-1, -1, -1, 1, 1, 1, 1, 1], [-1, -1, -1, 1, 1, 1, 1, -1], [1, 1, 1, 1, -1, 1, -1, 1], [1, 1, 1, -1, -1, 1, -1, 1]]","[33, 7, 9]"
"[[-1, 1, -1, -1, 1, 1, -1, 1], [1, 1, 1, 1, 1, 1, -1, 1], [1, 1, 1, 1, 1, 1, -1, 1], [1, 1, 1, 1, 1, 1, -1, 1], [1, 1, 1, 1, 1, 1, -1, 1], [1, 1, 1, -1, 1, 1, -1, 1], [1, 1, -1, 1, 1, 1, -1, -1], [1, -1, -1, 1, -1, -1, -1, 1]]","[13, 13, 14]"
"[[-1, -1, -1, -1, -1, -1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [-1, -1, -1, -1, -1, -1, -1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1]]","[11, 17, 22]"
"[[1, -1, -1, -1, 1, -1, -1, -1], [1, -1, 1, 1, 1, 1, 1, 1], [1, -1, 1, 1, 1, 1, -1, 1], [1, -1, 1, 1, 1, 1, -1, 1], [1, -1, 1, 1, 1, 1, -1, 1], [-1, -1, 1, 1, 1, 1, -1, 1], [1, -1, 1, 1, 1, 1, -1, 1], [1, -1, 1, 1, -1, 1, -1, 1]]","[22, 32, 36]"
"[[-1, 1, 1, 1, -1, 1, 1, -1], [1, 1, -1, -1, 1, 1, 1, -1], [-1, 1, 1, 1, 1, 1, 1, -1], [-1, 1, 1, 1, 1, 1, 1, -1], [-1, -1, 1, 1, 1, 1, 1, 1], [-1, -1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, 1, -1, -1, 1, -1, -1, -1]]","[31, 42, 7]"
"[[-1, -1, -1, 1, -1, 1, -1, 1], [1, 1, 1, 1, 1, 1, -1, 1], [1, -1, -1, -1, -1, -1, -1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, -1, 1], [1, 1, -1, 1, 1, 1, 1, -1], [-1, -1, 1, -1, 1, 1, 1, 1], [1, -1, 1, 1, -1, -1, 1, 1]]","[11, 16, 22]"
"[[1, -1, 1, -1, -1, -1, 1, 1], [1, -1, 1, -1, -1, 1, 1, 1], [1, 1, 1, -1, -1, 1, 1, 1], [-1, -1, 1, -1, -1, 1, 1, 1], [1, 1, -1, -1, -1, 1, 1, 1], [-1, 1, 1, -1, 1, 1, 1, 1], [-1, -1, 1, -1, 1, 1, -1, -1], [1, -1, 1, -1, 1, 1, 1, 1]]","[16, 36, 4]"
"[[1, 1, 1, 21, 21, -1, -1, -1], [21, 21, 21, 21, 21, 1, 1, -1], [-1, -1, -1, -1, -1, 1, 1, -1], [1, 1, 1, 1, -1, 1, 1, -1], [1, 1, 1, 1, 1, 21, 1, -1], [21, 21, 21, 1, 1, 1, 1, -1], [21, 21, 21, 1, 1, 1, 1, -1], [21, 21, 21, 1, 1, 1, 1, -1]]","[3, 3, 30]"
"[[-1, -1, -1, -1, -1, 1, -1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, -1, -1, 1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1]]","[15, 22, 5]"
"[[-1, 1, -1, 1, -1, -1, -1, -1], [1, 1, -1, 1, 1, 1, 1, -1], [1, 1, -1, 1, 1, 1, 1, -1], [1, 1, -1, -1, 1, 1, 1, -1], [-1, -1, -1, 1, 1, 1, 1, -1], [1, 1, -1, 1, 1, 1, 1, -1], [1, 1, -1, 1, 1, 1, 1, -1], [1, 1, -1, 1, 1, 1, 1, -1]]","[3, 42, 5]"
"[[1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, -1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [-1, -1, -1, -1, -1, -1, -1, -1]]","[11, 24, 28]"
"[[-1, 1, -1, -1, 1, 1, 1, 1], [1, -1, -1, 1, 1, 1, 1, -1], [-1, -1, 1, 1, 1, -1, 1, -1], [-1, -1, -1, 1, 1, -1, -1, 1], [-1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, -1, -1], [1, 1, 1, 1, 1, 1, -1, 1], [-1, 1, 1, -1, -1, -1, 1, -1]]","[13, 19, 27]"
"[[-1, -1, -1, -1, -1, -1, -1, -1], [1, 1, 1, 1, 5, 5, 5, -1], [6, 6, 6, 6, 6, 4, 4, -1], [1, 1, 1, 6, 6, 4, 4, -1], [1, 1, 1, 6, 6, 4, 4, -1], [4, 4, 4, 5, 5, 5, 7, -1], [4, 4, 4, 5, 5, 5, 7, -1], [7, 7, 7, -1, 7, 7, 7, -1]]","[11, 12, 22]"
"[[1, 1, -1, 1, 1, -1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, -1], [-1, 1, 1, 1, 1, 1, -1, 1], [-1, -1, 1, 1, 1, 1, 1, 1], [-1, -1, 1, 1, 1, 1, 1, 1], [-1, -1, -1, -1, 1, 1, 1, 1], [1, -1, 1, -1, -1, 1, 1, -1], [1, -1, 1, -1, -1, 1, -1, -1]]","[17, 21, 9]"
"[[1, 1, -1, 1, 1, 1, 1, 1], [1, 1, -1, 1, 1, 1, 1, 1], [-1, 1, -1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, -1, -1, -1, -1, -1, -1, -1]]","[11, 22, 5]"
"[[1, 1, 1, 1, 7, 6, 6, -1], [4, 4, 4, 4, 7, 7, 6, -1], [4, 4, 4, 4, 4, 7, 6, -1], [7, 7, 7, 4, 1, 1, 1, -1], [-1, -1, -1, -1, -1, -1, -1, -1], [1, 1, 1, 7, 7, 7, -1, -1], [1, 1, 1, 7, 7, 7, -1, -1], [1, 1, 1, 7, 7, 7, -1, -1]]","[11, 36, 7]"
"[[1, 1, 1, 1, -1, 1, 1, 1], [1, 1, 1, 1, -1, 1, 1, 1], [-1, -1, -1, -1, -1, 1, 1, -1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, -1, 1, 1], [-1, 1, 1, 1, 1, -1, -1, -1], [-1, 1, 1, 1, -1, -1, 1, -1]]","[11, 22, 29]"
"[[-1, 1, 1, -1, 6, 6, -1, -1], [-1, 6, 1, -1, -1, 2, 2, 2], [1, 1, 1, -1, -1, -1, -1, -1], [3, 3, 3, -1, 1, 2, 2, 2], [2, 1, 6, -1, -1, 1, 6, -1], [2, -1, -1, -1, 1, 1, 1, 1], [1, 2, 6, -1, -1, 2, 1, -1], [-1, 1, -1, -1, 2, -1, -1, -1]]","[14, 22, 24]"
"[[-1, 1, 1, -1, 1, -1, 2, 2], [6, 3, 3, 1, -1, -1, 2, -1], [6, 1, 3, 3, -1, -1, 1, -1], [2, -1, -1, -1, -1, -1, 1, 2], [1, 2, -1, 2, 6, 6, -1, -1], [1, 1, 1, 4, 4, 6, -1, -1], [6, 1, 1, 1, 4, 4, -1, -1], [1, 6, -1, -1, 2, 6, 1, 6]]","[34, 36, 7]"
"[[-1, -1, -1, -1, -1, -1, -1, -1], [1, 1, 1, 1, -1, 1, 1, 1], [1, 1, 1, 1, -1, 1, 1, 1], [-1, -1, -1, -1, -1, -1, -1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, -1, 1, 1, 1, -1]]","[11, 2, 22]"
"[[1, -1, 3, 3, -1, 1, -1, -1], [-1, -1, -1, -1, -1, -1, -1, -1], [2, 7, 1, 3, -1, 7, -1, -1], [-1, 7, 7, 1, -1, 2, 2, -1], [-1, 1, 2, 1, -1, 2, 2, 1], [-1, 1, 1, 1, -1, 6, 6, 6], [2, 2, 5, 5, -1, 2, 2, 6], [3, -1, 1, 5, -1, 3, 2, 6]]","[25, 7, 8]"
"[[-1, -1, -1, -1, -1, -1, -1, -1], [-1, -1, -1, 1, 1, 1, 1, 1], [1, -1, 1, 1, 1, 1, 1, 1], [1, -1, 1, 1, 1, 1, 1, 1], [1, -1, 1, 1, 1, 1, 1, 1], [1, -1, -1, 1, 1, 1, 1, 1], [1, -1, -1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1, -1, 1]]","[13, 37, 6]"
"[[-1, 1, 1, -1, -1, 1, 1, 1], [1, 1, 1, 1, 1, 1, 1, -1], [-1, -1, -1, -1, -1, -1, -1, -1], [-1, 1, 1, 1, 1, 1, -1, -1], [1, 1, 1, 1, 1, -1, 1, -1], [-1, 1, 1, 1, 1, 1, 1, 1], [1, 1, 1, 1, -1, 1, 1, -1], [1, 1, 1, -1, -1, -1, -1, -1]]","[10, 11, 11]"
"[[1, 1, -1, 2, 2, 2, 2, 7], [1, 1, -1, 2, 2, 2, 2, -1], [1, 7, -1, 2, 4, 2, 2, 7], [-1, 1, 2, 7, 4, 2, 7, -1], [-1, -1, 7, 2, 4, 7, 7, 7], [-1, 2, 1, -1, 4, 7, -1, -1], [-1, 1, 1, -1, 4, 7, 7, 7], [-1, 1, 1, -1, -1, -1, 1, 7]]","[11, 20, 23]"
"[[1, 1, -1, -1, 1, -1, 1, -1], [1, 1, 1, -1, 1, -1, 1, -1], [-1, -1, -1, -1, 1, 1, -1, -1], [1, 1, 1, -1, -1, 1, 1, -1], [1, 1, 1, 1, -1, 1, 1, 1], [1, 1, 1, -1, 1, 1, 1, 1], [1, 1, 1, -1, 1, 1, -1, -1], [1, 1, 1, -1, -1, 1, -1, 1]]","[22, 42, 6]"
"[[-1, 1, 1, 1, 1, -1, 1, -1], [1, -1, 1, 1, 1, -1, 1, -1], [1, 1, 1, 1, 1, -1, 1, 1], [1, 1, 1, 1, 1, -1, 1, 1], [1, 1, 1, 1, 1, -1, 1, 1], [-1, -1, -1, 1, 1, -1, 1, -1], [1, 1, 1, 1, 1, -1, -1, 1], [1, 1, 1, -1, -1, -1, -1, 1]]","[13, 17, 7]"
"[[1, -1, -1, -1, -1, 1, 1, 1], [1, 1, -1, -1, 1, -1, 1, 1], [-1, -1, -1, 1, -1, 1, 1, 1], [1, 1, 1, -1, -1, 1, 1, 1], [-1, 1, 1, 1, -1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [1, -1, 1, -1, 1, -1, -1, 1], [1, 1, -1, -1, -1, -1, 1, -1]]","[24, 25, 7]"
"[[1, -1, 1, 2, 3, 3, 3, 3], [3, 3, 2, 2, 2, 1, 2, -1], [-1, -1, -1, 2, 3, -1, 3, 1], [-1, -1, -1, 3, 3, -1, -1, -1], [-1, -1, 2, -1, -1, 3, 2, 4], [-1, -1, 2, -1, 2, 1, 2, 4], [1, -1, -1, 1, 2, 1, 1, 4], [1, -1, -1, 3, 2, 1, 3, 4]]","[13, 35, 8]"
"[[1, -1, -1, -1, 1, -1, 1, -1], [1, -1, -1, 1, 1, -1, 1, 1], [1, 1, 1, 1, 1, -1, -1, 1], [1, 1, 1, 1, 1, -1, -1, -1], [1, 1, 1, 1, 1, -1, 1, 1], [1, 1, 1, 1, 1, -1, 1, 1], [1, 1, 1, 1, -1, -1, -1, 1], [-1, 1, 1, 1, 1, -1, -1, 1]]","[21, 42, 9]"
"[[-1, 1, 1, 1, -1, 1, -1, -1], [1, 1, 1, 1, -1, 1, 1, 1], [1, 1, 1, 1, -1, 1, 1, 1], [1, 1, 1, 1, 1, -1, -1, -1], [1, 1, 1, 1, 1, -1, 1, 1], [1, 1, 1, 1, 1, -1, 1, 1], [1, 1, 1, 1, 1, 1, 1, -1], [1, -1, -1, -1, -1, -1, -1, 1]]","[17, 21, 7]"
"[[-1, 1, -1, 1, 1, 1, 1, -1], [1, 1, -1, 1, 1, 1, 1, -1], [1, 1, -1, 1, 1, 1, 1, -1], [1, 1, -1, -1, -1, -1, -1, -1], [-1, -1, -1, 1, 1, 1, 1, -1], [1, 1, -1, 1, 1, 1, 1, -1], [1, 1, -1, 1, 1, 1, 1, -1], [1, 1, -1, 1, 1, 1, 1, -1]]","[17, 28, 4]"
"[[-1, 2, 2, 2, 2, 5, 5, 5], [-1, 5, 5, 5, 3, 3, 3, 5], [-1, 5, 5, 5, 3, 3, 3, 5], [-1, 5, 5, 5, 3, 3, 3, 5], [-1, -1, -1, -1, -1, -1, -1, -1], [7, 3, 3, 3, 6, 6, 6, -1], [7, 3, 3, 3, 6, 6, 6, -1], [7, 5, 3, 3, 6, 6, 6, -1]]","[11, 22, 32]"
"[[1, 1, -1, -1, -1, -1, -1, 1], [1, -1, -1, 1, 1, 1, -1, 1], [1, -1, 1, 1, 1, 1, 1, -1], [-1, -1, 1, 1, 1, 1, 1, 1], [-1, -1, -1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, -1], [-1, -1, 1, 1, 1, 1, 1, 1], [-1, 1, -1, 1, 1, 1, 1, 1]]","[11, 30, 7]"
"[[-1, -1, 1, -1, 1, -1, -1, -1], [-1, 1, -1, -1, 1, 1, 1, 1], [-1, -1, 1, 1, 1, -1, -1, -1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, -1, -1, -1, -1, -1, -1, -1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1]]","[11, 21, 31]"
"[[1, 1, -1, 1, 1, 1, 1, -1], [-1, -1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, -1, -1, 1, 1, 1, 1, 1], [-1, -1, 1, 1, -1, -1, 1, -1], [1, 1, 1, -1, -1, -1, -1, 1], [1, 1, 1, -1, -1, -1, -1, -1], [1, 1, 1, 1, 1, -1, 1, 1]]","[14, 31, 7]"
"[[1, 1, 1, -1, -1, -1, -1, -1], [1, 1, 1, 1, 3, 3, 3, -1], [3, 3, 3, 1, 1, 1, 4, -1], [3, 3, 3, 1, 1, 1, 4, -1], [3, 3, 3, 1, 1, 1, 4, -1], [1, 1, 1, 3, 3, 3, 4, -1], [1, 1, 1, 3, 3, 3, 4, -1], [-1, -1, -1, 3, 3, 3, -1, -1]]","[11, 22, 28]"
"[[-1, -1, -1, 1, 1, 1, 1, 1], [1, 1, 1, -1, -1, -1, -1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1]]","[11, 22, 5]"
"[[-1, -1, -1, -1, -1, 1, 3, 3], [-1, 6, 6, 6, -1, 3, 3, 3], [-1, 6, 6, 6, 4, 4, 3, 3], [-1, 6, 6, 6, 3, 3, 1, 3], [-1, -1, -1, -1, -1, -1, 2, 3], [-1, 7, 7, 7, 2, 1, 2, 3], [-1, 7, 7, 7, 5, 5, 1, 3], [-1, 7, 7, 7, 1, 1, -1, -1]]","[11, 30, 31]"
"[[1, 1, -1, 1, -1, -1, 1, 1], [1, 1, -1, -1, 1, 1, 1, -1], [-1, 1, 1, -1, 1, 1, -1, 1], [1, 1, 1, 1, 1, 1, 1, -1], [-1, 1, 1, 1, 1, 1, -1, -1], [-1, 1, 1, 1, 1, 1, -1, 1], [-1, -1, 1, 1, 1, 1, 1, -1], [-1, -1, 1, 1, 1, 1, 1, -1]]","[16, 17, 6]"
"[[2, 2, 2, 2, 2, 2, 2, -1], [2, 2, 2, 2, 2, 2, 2, -1], [2, 2, 2, 2, 2, 2, 2, -1], [-1, -1, -1, -1, -1, -1, -1, -1], [-1, 2, 2, 2, 2, 2, 2, 2], [-1, 2, 2, 2, 2, 2, 2, 2], [-1, 2, 2, 2, 2, 2, 2, 2], [-1, 2, 2, 2, 2, 2, 2, 2]]","[11, 22, 29]"
"[[-1, -1, 1, 4, 4, 1, 1, 1], [-1, -1, 1, 4, 4, 1, 1, 1], [-1, -1, 1, 4, 4, 1, 1, 1], [-1, -1, -1, -1, -1, -1, -1, -1], [-1, 4, 1, 1, 1, 1, 1, 1], [-1, 4, 1, 1, 1, 1, 1, 1], [-1, 4, 4, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1]]","[11, 36, 7]"
"[[1, -1, -1, 1, 1, 1, 1, -1], [1, -1, -1, 1, 1, 1, 1, 1], [-1, 1, -1, 1, 1, 1, 1, 1], [-1, -1, -1, -1, -1, -1, -1, -1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [1, -1, -1, -1, 1, 1, -1, 1], [1, 1, -1, -1, -1, -1, 1, -1]]","[11, 29, 7]"
"[[1, -1, -1, -1, 1, 1, -1, 7], [4, 4, -1, 1, -1, 4, 2, 4], [1, 1, -1, 2, 7, 2, 2, 2], [7, -1, -1, 6, 6, 6, 6, 1], [1, 7, -1, 1, 1, 1, 7, 7], [2, 1, -1, 7, 2, 2, 1, 1], [2, 1, -1, 3, 1, 7, 3, 3], [-1, 2, -1, 2, 2, -1, -1, -1]]","[29, 5, 7]"
"[[-1, -1, 1, 1, 1, -1, -1, 1], [1, 1, -1, 1, 1, 1, -1, 1], [-1, -1, -1, 1, 1, -1, -1, -1], [1, -1, 1, 1, 1, -1, 1, 1], [-1, -1, -1, -1, -1, -1, 1, 1], [1, 1, 1, 1, 1, -1, -1, -1], [1, 1, 1, 1, 1, -1, 1, 1], [1, 1, 1, 1, 1, -1, 1, 1]]","[10, 21, 24]"
"[[1, 1, -1, -1, -1, -1, 1, 1], [1, 1, -1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, -1, 1, -1, -1, -1, 1, -1], [1, 1, -1, -1, 1, 1, 1, 1], [-1, 1, -1, 1, 1, 1, 1, -1], [1, -1, 1, 1, 1, 1, -1, 1], [1, 1, 1, 1, -1, -1, -1, -1]]","[11, 33, 34]"
